Trial,Stimulus,StimType
1,ba_redu_face.avi,oddball
2,ba_redu_face.avi,oddball
3,ba_base_face.avi,standard
4,ba_base_face.avi,standard
5,ba_base_face.avi,standard
6,ba_base_face.avi,standard
7,ba_base_face.avi,standard
8,ba_base_face.avi,standard
9,ba_base_face.avi,standard
10,ba_base_face.avi,standard
