Trial,Stimulus,StimType,StimCategory,VidWidth,VidHeight
1,ba_redu_pl_w288.avi,oddball,PL,288,192
2,ba_redu_pl_w288.avi,oddball,PL,288,192
3,ba_redu_pl_w288.avi,oddball,PL,288,192
4,ba_redu_pl_w288.avi,oddball,PL,288,192
5,ba_redu_pl_w288.avi,oddball,PL,288,192
6,ba_base_pl_w288.avi,standard,PL,288,192
7,ba_base_pl_w288.avi,standard,PL,288,192
8,ba_base_pl_w288.avi,standard,PL,288,192
9,ba_base_pl_w288.avi,standard,PL,288,192
10,ba_base_pl_w288.avi,standard,PL,288,192
