Trial,Stimulus,StimType,StimCategory,VidWidth,VidHeight
1,ba_redu_pix_w960.avi,oddball,PIX,960,720
2,ba_redu_pix_w960.avi,oddball,PIX,960,720
3,ba_redu_pix_w960.avi,oddball,PIX,960,720
4,ba_redu_pix_w960.avi,oddball,PIX,960,720
5,ba_redu_pix_w960.avi,oddball,PIX,960,720
6,ba_base_pix_w960.avi,standard,PIX,960,720
7,ba_base_pix_w960.avi,standard,PIX,960,720
8,ba_base_pix_w960.avi,standard,PIX,960,720
9,ba_base_pix_w960.avi,standard,PIX,960,720
10,ba_base_pix_w960.avi,standard,PIX,960,720
